Plot information,,,,,,,,,,temp,,precip,Field management (2017),,,,,,,,,,Crop biodiversity,,,,,,,,,,,,,Crop 2017 information,,,,Phytometer trial yield (i.e. yield potential) and nutrient content,,,,,,,,,Soil Moisture at sampling,Soil fungal diversity,,,,,,Soil bacterial diversity,,,,,Soil archae diversity,,,,,,,,Soil protist diversity,,,,,,Soil measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qPCR,,,,,,,,,,,,,,,,,,,,,,
Sample_No,Sample_ID,Florine_naming_arch_missing_highlighted,Country,Region,Plot_ID,Lat,Long,Treatment_main,Treatment_minor,avg_temp_longterm,,avg_precip_longterm,tillage_no_times,tillage_depth_max_cm,fertilizer_min_app_no,fertilizer_min_N_amount,fertilizer_org_app_no,fertilizer_organic_N_tot_amount,fertilizer_organic_N_min_amount,herb_no_app,fung_no_app,insect_no_app,Richness,S_year,CDI,Simpson,invSimpson,Shannon,pd,mpd,mpdw,mntd,raoD,sp_2017,idem_2017,Crop_2017,grain_yield,std_yield_country,std_yield_network,Phyt_shoot,Phyt_root,Phyt_tot,P_%_shoots,P_tot_shoots_mg,N_%_shoots,N_tot_shoots_mg,C_%_shoots,C_tot_shoots_mg,Soil_Moisture_Field_at_sampling,Richness,Chao1,ACE,Shannon,InvSimpson,pielou,PD_whole_tree,Chao1,Observed species,Shannon,InvSimpson,Richness,S.chao1,se.chao1,S.ACE,se.ACE,Shannon,InvSimpson,Pielou,cerco_sobs,cerco_Chao1,cerco_ACE,cerco_shannon,cerco_InvSimpson,cerco_pielou,Sand,Silt,Clay,WHC,CEC,Magnesium,Calcium,bulk_density,MWD,C_tot_%,C_tot_mg,N_tot_%,N_tot_mg,P_tot_mg,P_Olsen,pH,Humus_%,Organic_C_%,CaCO3_%,C_microbial,N_microbial,P_resin,P_microbial,basal_respiration,C_org_mg,XYL,BG,AG,NAG,CB,PHOS,LAP,NH4,DIN,TAN,NO3,DON,AMP,NIP,DEP,MIN,NTR,PDA,C_ENZ,N_ENZ,hzo,NifH,nrfA,NIB,NIS,16S,NirK,NirS,nosZ2,nosZ1,AOA,AOB,ITS,Cren,%niK,%nirS,nirK/nirS,%nosZ2,%nosZ1,nosZ2/nosZ1,%AOB,AOA/AOB,16S/ITS
177,GE67,177GERcrHIGquil,Germany,Quillow,BAQU072,53.323387,13.778924,Agriculture,Conventional,8.5,9.3,564,2,25,3,220,0,0,0,1,2,0,4,1.8,7.2,0.669238683,3.023328149,1.206487434,498.83409,291.80023,193.2915126,122.26749,96.64575632,Triticum_aestivum,2,wheat,6.9,0.902633335,1.156747695,3.34,1.21,4.55,0.08,2.55,1.58,52.932,40.62,1356.64,0.074,,,,,,,169.6382217,5032.986928,2782,10.146812,450.4538043,82,101.13,12.05,95.63,4.76,2.15,4.8,0.49,469,578,551.196,5.165,68.997,0.84,61.26,20.6,13.4,0.413,9.95,0.59,8.8,1.48,1.67,1.33,13300,0.103,1030,469.65,8.4,7.92,4.74,2.75,1.7,363.99,54.91,2.372432711,9.383706753,0.418932292,27500,4.45778014,13.22354182,3.585991253,4.689585278,0,31.87044781,20.35366841,1.109637742,2.648161069,18.02767832,1.538523328,15.37951725,-0.076732707,20.9891815,0.502599993,19.91492361,20.4175236,5,0.510415517,0.601038088,128.4391403,557.3902982,7128.888266,32.24883379,1664.833999,1895018.938,103531.1875,73323.26367,77723.57851,109096.2344,57219.32813,8442.701416,110973.9061,161728.0625,0.054633326,0.038692628,1.411982805,0.041014671,0.057569997,0.712431359,0.004455207,6.777371993,17.07625697
178,GE70,178GERcrHIGquil,Germany,Quillow,BAQU101,53.343158,13.79236,Agriculture,Conventional,8.4,9.3,565,2,25,2,140,1,128.8,80,1,2,0,4,1.7,6.8,0.706063404,3.402094241,1.288676249,380.25092,190.5453833,161.1417782,96.275005,80.5708891,Triticum_aestivum,3,wheat,7.8,1.020368117,1.307627829,2.96,1.92,4.88,0.08,2.47,1.5,44.385,40.12,1187.64,0.085,156,213.652,205.943,3.555,14.173,0.704,156.5098816,4738.874704,2618,10.0083916,419.2363662,73,81.27,5.92,84.37,4.52,2.16,5.11,0.5,464,568.4,561.335,5.152,80.899,0.839,65.99,19.9,12.6,0.431,8.88,0.5,8,1.47,1.36,1.81,18100,0.104,1040,527.21,14.02,7.94,1.51,0.87,4.5,387.45,67.59,3.463845604,10.01926376,0.479348958,8700,6.023676809,2.468378571,0.59246744,2.628851921,0.14295064,106.3414644,24.55883779,2.502088718,9.995560917,24.03160176,7.493472199,14.03604084,-0.15113594,25.80259261,4.910395355,23.68668945,28.5970848,11,0.221459363,0.652504553,147.0512115,967.8443454,8587.832922,24.74973422,1904.726591,2528671.625,150924.4261,82617.50391,94953.93674,127298.7344,66160.54688,11081.08594,131980.9978,190680.3984,0.059685261,0.032672294,1.826785112,0.037550916,0.050342137,0.745914225,0.004382177,5.970583321,19.15936133
179,GE73,179GERcrLOWquil,Germany,Quillow,WHEATexp,53.372768,13.800448,Agriculture,Conventional,8.4,9.3,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2833,NA,NA,NA,NA,NA,NA,wheat,NA,NA,NA,2.8,2.38,5.18,0.12,3.23,1.26,35.179,40.09,1122.6,0.055,148,182.138,187.278,3.553,15.941,0.711,170.0918511,4797.408163,2843,10.15197064,409.6501385,80,107.14,16.5,101.68,5.23,2.24,5.65,0.51,425,522.021,496.69,5.136,84.838,0.849,64.81,23.2,10.8,0.351,6.91,0.78,4.7,1.48,0.59,0.95,9500,0.076,760,421.92,31.79,7.39,1.19,0.69,0.2,246.69,37.49,27.09198691,1.792372304,0.287682292,6900,1.355434143,5.72361814,1.63314416,2.060322308,0.840697741,13.97185862,21.97314913,3.108855066,11.02148122,24.68010917,7.912626159,13.65862795,-0.196143334,21.58974879,-0.288062363,18.84374211,18.55567975,1.3,0.22926946,0.576803314,256.515426,835.391689,6343.411534,30.7531286,2198.572557,1468717.688,69971.28409,46182.22266,71508.56707,62594.97266,42828.81055,7476.206299,104501.0793,110484.0547,0.047641071,0.031443907,1.51511296,0.048687755,0.042618791,1.142401123,0.005090295,5.72868228,14.05456956
180,GE76,180GERcrLOWquil,Germany,Quillow,WHEATfarm,53.32177,13.793753,Agriculture,Conventional,8.5,9.3,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2833,NA,NA,NA,NA,NA,NA,wheat,NA,NA,NA,2.76,0.94,3.7,0.1,2.78,1.26,34.839,40.17,1108.74,0.081,155,198.063,208.098,3.446,14.809,0.683,161.5383337,4753.768707,2649,10.02265619,416.0048408,73,94,14.74,83.84,4.45,2.2,5.14,0.51,437,540.213,510.172,5.214,96.185,0.858,59.86,22.3,15.9,0.435,12.26,1.12,9,1.31,0.58,1.52,15200,0.132,1320,579.73,44.78,7.42,1.94,1.13,0.2,405.1,52.29,30.72346519,11.22793264,0.378333333,11300,0.980655573,5.402627054,1.437196751,3.0289214,0.106132437,18.36583541,23.06423485,3.987888364,27.3305967,51.84420179,23.34270833,24.5136051,-0.280046006,18.96244624,-1.161651628,15.04180215,13.88015052,14,0.190238684,0.62623575,432.3270999,777.8898115,5680.136654,33.7130508,1863.307529,1866357.625,103346.1932,63380.57031,93855.7279,91122.04297,75824.44531,7372.288574,134586.2297,194963.125,0.0553732,0.033959499,1.630565845,0.05028818,0.048823463,1.030000259,0.003950094,10.28506203,13.86737431
181,GE79,181GERcrLOWquil,Germany,Quillow,TRITIC,53.373274,13.801252,Agriculture,Conventional,8.4,9.3,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2833,NA,NA,NA,NA,NA,NA,triticale,NA,NA,NA,2.64,1.65,4.29,0.13,3.49,1.44,37.953,39.99,1055.78,0.052,191,244.053,254.914,3.823,18.448,0.728,169.0325496,4710.228571,2802,10.02497246,271.9186671,85,96.38,8.08,93.95,4.75,1.55,2.73,0.35,512,594.123,585.712,5.314,92.198,0.852,66.77,15.5,16.9,0.35,6.42,0.75,3.4,1.12,0.79,0.87,8700,0.064,640,423.92,36.02,6.86,0.83,0.48,0.1,221.96,38.24,17.45553315,5.558753298,0.337786458,4800,9.671141921,51.56436777,6.12982666,10.50611416,15.4970101,91.02503809,23.4124725,1.397462804,2.980076463,15.726523,1.582613659,12.74644654,-0.091126081,27.25568822,2.177850256,25.97992307,28.15777333,5.2,1.988696315,0.81404608,222.1609303,1456.713186,4117.683494,24.63713993,2146.39224,1663026.063,74566.40909,48801.86328,99963.78811,72153.94141,30075.59473,5468.130005,162251.5073,98019.76172,0.044837787,0.029345219,1.527941846,0.060109574,0.043387138,1.385423806,0.00328806,5.500160878,10.2496802
182,GE82,182GERcrLOWquil,Germany,Quillow,RYE,53.372947,13.80056,Agriculture,Conventional,8.4,9.3,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2833,NA,NA,NA,NA,NA,NA,rye,NA,NA,NA,2.66,1.97,4.63,0.1,2.74,1.2,31.83,39.47,1049.81,0.071,144,177.115,178.087,3.138,8.629,0.631,175.364513,4924.596803,2941,10.1946307,351.0074785,82,108.25,18.76,92.14,4.66,1.81,3.14,0.41,501,574.188,567.862,5.386,114.794,0.866,67.38,14.3,17.5,0.336,5.59,0.6,3,1.46,0.81,0.82,8200,0.063,630,382.92,23.42,6.91,0.82,0.48,0.1,174.97,31.66,14.32888182,7.228472715,0.2434375,4800,8.060230216,70.11827338,4.557197122,9.303404317,11.84847194,81.50560928,23.6491573,2.836588115,5.197874774,17.52560807,2.361286659,12.3277333,-0.202308892,22.11359144,-3.92628506,19.28126695,15.35498189,1.7,2.270020144,0.790861479,173.3177655,1271.199736,3488.306985,NA,2058.446367,1558738.25,98376.56534,60472,93820.29726,78485.42969,37114.41406,4739.183228,134375.4306,113800.1289,0.063112948,0.038795481,1.626811836,0.060189899,0.050351898,1.195384897,0.003040397,7.831394627,11.59987539
183,GE85,183GERcrLOWquil,Germany,Quillow,BARL,53.373097,13.800563,Agriculture,Conventional,8.4,9.3,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2833,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,2.33,1.29,3.62,0.16,3.77,1.32,30.81,39.95,930.8,0.052,185,272.6,274.672,3.767,20.266,0.722,172.1262729,4686.308394,2853,10.17703078,383.7006501,77,81.5,3.92,82.48,4.41,1.78,3.1,0.41,467,539.015,533.495,5.281,99.947,0.859,65.42,15.6,18.1,0.325,6.2,0.71,3.1,1.51,0.46,0.74,7400,0.051,510,401.79,31.7,6.75,0.88,0.51,0.1,147.87,25.81,16.09560414,2.86247259,0.189244792,5100,8.945481955,56.63556707,4.777823135,12.93886367,17.84673168,102.395735,21.38663189,2.066461597,4.05125796,18.09043711,1.984796363,14.03917915,-0.1476044,17.96822636,-6.508867121,15.90176476,9.392897642,1.1,2.116934492,0.823811894,205.3672471,962.4432703,3101.368975,NA,1975.910111,1608343.25,89449.29545,66810.74219,86746.65015,87701.31641,29944.74414,6445.175537,137046.5086,94242.39844,0.055615799,0.041540102,1.338846008,0.053935408,0.05452898,0.989114573,0.004007338,4.646071153,11.73574771
184,SW1,184SWEcrHIGsaby,Sweden,S�by,SeSaH1,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,2,20,1,80,0,0,0,1,0,0,3,1.2,3.6,0.608799049,2.556231003,0.998040696,195.50819,7.565233333,4.262530702,6.884546667,2.131265351,barley,2,barley,1.8,0.340586566,0.320970043,3.14,1.45,4.59,0.09,2.7,1.39,43.721,40.47,1270.88,0.18,151,176.568,189.785,3.494,15.252,0.696,143.4281415,3943.879093,2320,9.626641746,265.6409851,69,84.6,11.64,79.3,4.34,2.21,6.46,0.52,414,487.615,477.532,4.978,59.611,0.826,9.3,43.3,43.9,0.589,22.74,1.15,0.64,1.16,0.98,2.26,22600,0.23,2300,1005.46,27,5.58,3.52,2.04,0.4,293.18,34.676,7.979473048,8.91076141,0.329791667,20400,0.205805153,9.908171913,0.19422143,1.72966391,0,72.26484341,8.166084664,7.986323012,32.18863109,89.04969947,24.20230808,56.86106837,-0.495081333,41.02790181,-56.86106837,34.09676315,-22.76430522,4.4,0.247396764,0.237497966,73.6420065,390.8391468,1097.17643,NA,504.0539721,1403865.25,14874.58381,12524.44189,71171.82927,21331.95703,12224.25098,4031.314331,153005.5415,106656.5039,0.01059545,0.008921399,1.187644442,0.050697052,0.01519516,3.336394742,0.002871582,3.032323945,9.175257549
185,SW2,185SWEcrHIGsaby,Sweden,S�by,SeSaH2,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,2,20,1,80,0,0,0,1,0,0,3,1.2,3.6,0.608799049,2.556231003,0.998040696,195.50819,7.565233333,4.262530702,6.884546667,2.131265351,barley,2,barley,1.8,0.340586566,0.320970043,3.6,2.65,6.25,0.05,1.88,1.38,49.543,40.78,1467.99,0.17,178,231.625,257.204,3.628,15.297,0.7,138.4323188,3750.754258,2312,9.716629014,299.08002,65,78,9.26,80.77,4.51,2.17,6.07,0.52,422,519,496.341,4.953,57.443,0.819,7.7,41.6,46.9,0.592,25.95,1.88,0.61,1.2,1.15,2.58,25800,0.254,2540,996.95,21,5.62,3.8,2.2,0.2,276.446,15.858,6.841324617,9.01332691,0.348819444,22000,0.214547252,7.122839992,0.338090175,2.179543252,0,56.75796339,7.337794374,19.6393485,76.469162,98.31707955,56.8298135,21.84791754,-1.378004159,22.00772963,-17.3803067,2.715671402,-14.66463529,6,0.184211458,0.228416103,84.79527312,528.7301076,1646.649299,33.93202069,574.7235118,553786.6875,21074.22514,15273.88135,42256.57965,20772.72363,7833.011475,2530.669434,63298.76745,42414.60156,0.03805477,0.027580803,1.379755719,0.076304795,0.037510334,2.03423395,0.004569755,3.095232973,8.74877521
186,SW3,186SWEcrHIGsaby,Sweden,S�by,SeSaH3,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,3,130,0,0,0,1,0,0,4,1.2,4.8,0.614619377,2.594837262,1.083039065,383.79149,192.0659167,185.1397466,99.30506,92.56987331,wheat,3,wheat,8.3,1.187563492,1.391450126,2.09,1.67,3.76,0.21,4.47,1.33,27.818,39.6,827.61,0.15,176,235.182,251.485,3.781,21.199,0.731,156.2835449,4210.165644,2624,10.08568726,413.6836995,44,54.5,10.54,50.17,3.44,1.53,3.44,0.41,511,620.375,611.499,5.256,71.94,0.843,27.2,38.5,31.6,0.512,18.64,0.97,0.69,1.23,0.84,1.79,17900,0.168,1680,1237.18,74.78,6.34,2.67,1.55,0.3,243.255,37.24,38.88727966,8.862198012,0.369166667,15500,0,6.669679643,0,0.885673155,0,48.13092608,11.1058449,3.917876862,10.47834694,54.5532892,6.560470082,44.07494225,-0.253930605,36.73148076,-44.07494225,33.17645229,-10.89848996,5.4,0.160072311,0.287796433,81.77826381,631.4487323,1554.702387,NA,1221.713723,2185938.625,45163.54545,29457.83008,136150.9146,45473.49414,37701.45117,10178.27051,179316.9312,234917.4609,0.020660939,0.013476055,1.533159277,0.062284875,0.020802731,2.99407198,0.004656247,3.704111729,12.19036379
187,SW4,187SWEcrHIGsaby,Sweden,S�by,SeSaH4,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,3,130,0,0,0,1,0,0,4,1.1,4.4,0.696586939,3.295837024,1.282406322,383.79149,192.0659167,153.596255,99.30506,76.79812751,wheat,3,wheat,6.5,0.930019602,1.089689858,2.47,1.95,4.42,0.14,3.57,1.7,42.096,40.53,1001.16,0.12,148,178,188.41,3.35,12.39,0.67,152.5221395,4290.171429,2580,10.02355027,389.4858143,47,50,3.18,51.42,3.53,1.46,3.27,0.38,440,505,504.87,5.16,77.07,0.85,30.4,39.1,27.8,0.485,18.69,1.1,0.4,1.27,0.87,1.72,17200,0.163,1630,1069.07,50.91,6.38,2.72,1.58,0.2,240.452,29.477,31.35739729,5.885096009,0.386354167,15800,0.570707983,9.106659597,0.754264525,2.913057367,0,51.41126104,19.48139434,9.798842998,14.95920476,96.85270798,5.160361758,81.89350322,-0.674555262,59.62334634,-81.89350322,50.17957268,-31.71393054,3.4,0.250359171,0.537466841,100.3961933,783.9196932,1584.660483,NA,1301.004866,1489902.438,42165.9929,25860.44629,98401.39101,43045.92188,22755.66504,7764.453125,121801.3373,153630.9688,0.028301177,0.017357141,1.630520697,0.066045527,0.028891772,2.285963146,0.005211384,2.930749233,12.23223382
188,SW5,188SWEcrHIGsaby,Sweden,S�by,SeSaH5,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,7,2.5,17.5,0.818682825,5.515197342,1.795024802,516.97163,240.9246,224.2524706,44.2941,112.1262353,wheat,6,wheat,7.7,1.101715528,1.29086337,3.94,2.43,6.37,0.16,6.32,1.42,56.117,40.5,1595.51,0.16,166,231.21,237.44,3.69,21.12,0.72,151.1767659,4295.025882,2505,10.00019749,433.3500466,46,64.33,15.06,57.37,3.86,1.38,3.15,0.36,464,559.39,534.93,5.16,67.9,0.84,23.4,42.7,31.1,0.545,22.82,2.06,0.48,1.09,1.97,1.93,19300,0.183,1830,1219.78,95.63,6.68,2.8,1.62,0.2,272.421,30.868,52.49531065,6.96,0.3659375,16200,0.92006262,10.15723103,1.232660042,3.058024005,0,44.52734496,24.60233489,11.81361843,51.63585574,84.94945907,39.82223731,33.31360333,-0.832358964,33.49909321,-19.50307321,21.84606772,2.342994512,5.7,0.295438889,0.663848614,145.4963475,751.2097131,3096.740917,25.22432967,1657.417426,1499910.438,51644.29261,22638.26709,83445.73552,47963.04297,17615.44336,8201.667236,159154.1133,107690.8516,0.034431584,0.015093079,2.281282945,0.055633812,0.031977271,1.739792356,0.005468105,2.147788108,9.424264359
189,SW6,189SWEcrHIGsaby,Sweden,S�by,SeSaH6,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,6,2,12,0.785754861,4.667550467,1.614801246,388.89379,130.2927347,147.7848204,67.28491333,73.89241021,wheat,6,wheat,9.3,1.33064343,1.559094719,1.66,1.39,3.05,0.25,4.07,1.53,25.41,38.66,641.71,0.15,156,219,245.15,3.34,11.89,0.66,148.230676,4190.63017,2478,10.05540466,495.4549177,46,50.5,3.92,57.43,4.04,1.33,2.79,0.35,446,536,515.66,5.02,38.16,0.82,15.8,44.6,37.2,0.522,22.24,1.82,0.6,1.22,1.98,1.74,17400,0.169,1690,1175.58,82.53,6.9,2.38,1.38,0.2,239.5,57.983,56.43301498,6.144363084,0.413854167,13800,1.78755218,11.65079159,2.228653171,3.593093307,0.57210462,38.0516416,23.88629122,8.344159576,20.55650526,69.57355759,12.21234568,49.01705233,-0.593735368,34.45817592,-49.01705233,26.14588077,-22.87117156,4.8,0.389738437,0.659505229,95.41511354,515.5540673,4592.928653,NA,2080.575651,1651168.313,53297.74432,31222.36035,110142.4657,48022.61914,13129.27441,9690.687256,155389.986,86104.63281,0.032278808,0.018909254,1.70703764,0.066705777,0.029084024,2.293553906,0.005868988,1.35483419,10.62596346
190,SW7,190SWEcrHIGsaby,Sweden,S�by,SeSaH7,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,4,1.2,4.8,0.614619377,2.594837262,1.083039065,383.79149,192.0659167,186.5770539,99.30506,93.28852694,wheat,3,wheat,7.2,1.030175559,1.207041073,2.66,1.87,4.53,0.13,3.34,1.35,35.998,39.97,1063.3,0.16,132,156.23,160.77,2.97,7.09,0.61,142.8504136,4121.82,2418,9.940738978,422.9438289,50,65.6,11.64,63.88,4.1,1.39,2.95,0.36,432,492.22,493.32,4.88,39.97,0.8,19.5,46.8,31,0.548,23.79,2.18,0.37,0.97,1.64,1.79,17900,0.178,1780,1143.15,67.99,6.62,2.72,1.58,0.2,290.606,24.74,44.33633302,6.020731527,0.388541667,15800,2.02758758,15.73474943,1.985272279,4.134739797,0.412491168,76.97703646,26.8193457,14.14733515,39.44550856,93.90304524,25.29817341,54.45753668,-0.999608662,50.70134638,-54.45753668,36.70682511,-17.75071157,6,0.483842411,0.742898052,230.1690929,569.0056917,3896.628426,NA,2064.750748,1705171.75,73365.03977,43794.25586,110819.9695,69513.41797,15389.58691,10575.86572,180593.6547,76977.88867,0.043025015,0.025683193,1.675220604,0.064990503,0.040766227,1.594224148,0.006202229,1.45516096,9.442035784
191,SW8,191SWEcrHIGsaby,Sweden,S�by,SeSaH8,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,7,2.3,16.1,0.811241671,5.297779464,1.790019839,516.97163,240.9246,220.8669848,44.2941,110.4334924,oat,6,oat,4.4,0.984494216,1.083476976,3.33,1.37,4.7,0.14,4.61,1.49,49.617,40.13,1336.19,0.16,185,237.78,248.08,3.72,17.22,0.71,151.4378804,4359.632212,2519,10.03763066,457.5049721,57,63.88,5.56,67.09,4.03,1.5,3.34,0.37,430,503.55,506.49,5.13,77.77,0.85,28.4,45.1,23.7,0.529,18.77,1.78,0.5,1.28,1.07,1.91,19100,0.182,1820,1037.91,45.59,6.67,2.76,1.6,0.2,257.56,33.734,20.32133943,6.777625525,0.341354167,16000,1.172002373,12.01704589,1.18949678,4.241712487,0,65.16149332,25.90837423,9.938866001,29.86522334,86.39291105,19.92635734,56.52768771,-0.703448897,45.90636595,-56.52768771,36.05808139,-20.46960632,6.6,0.345085081,0.723602081,99.36664848,779.2046933,4210.428394,NA,1541.711951,1369760.313,62954.18182,36961.0332,92710.66311,61815.58398,14764.88916,4890.67395,145559.4367,92828.82813,0.045959998,0.026983577,1.703258171,0.067683858,0.04512876,1.499794342,0.00357046,3.018988653,9.410316115
192,SW9,192SWEcrHIGsaby,Sweden,S�by,SeSaH9,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,6,1.9,11.4,0.789880813,4.75920365,1.637816365,388.89379,130.2927347,150.1793763,67.28491333,75.08968813,oat,6,oat,4.3,0.962119348,1.058852499,5.47,1.65,7.12,0.13,7.16,1.53,83.418,41.22,2254.68,0.15,176,276.63,267.94,3.83,24.31,0.74,155.3488657,4334.954545,2599,10.08854543,443.5483871,49,54.6,5.34,54.99,3.71,1.39,3.18,0.36,400,473.64,458.85,5.14,80.4,0.86,27.3,43.8,26,0.543,23.47,2.24,0.3,1.23,1.69,2.02,20200,0.187,1870,1078.09,42.03,6.67,2.9,1.68,0.1,277.841,43.322,16.2849068,11.64483981,0.503854167,16800,0.725615355,9.734677173,0.482753982,2.028176885,0,48.46208589,23.63114373,4.999165609,23.6644403,77.08369178,18.6652747,53.41925148,-0.298937999,41.75191971,-53.41925148,37.56678772,-15.85246375,8.7,0.262633116,0.615823695,61.05052076,635.6525642,4215.219249,NA,882.6424178,1755274.688,67750.80114,36303.91211,101319.2226,67948.75,17366.20801,7123.805664,160753.9757,124183.6992,0.038598404,0.020682753,1.86621213,0.057722716,0.038711178,1.491112383,0.004058513,2.437771161,10.91901261
193,SW10,193SWEcrHIGsaby,Sweden,S�by,SeSaH10,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,4,1.2,4.8,0.633650519,2.729634002,1.128477333,383.79149,192.0659167,186.7410491,99.30506,93.37052455,oat,6,oat,4.3,0.962119348,1.058852499,2.94,0.91,3.85,0.18,5.29,1.33,38.981,40.6,1193.72,0.13,155,187.34,201.54,3.59,16.9,0.71,137.5036529,3780.05303,2325,9.874480285,401.8758635,55,59,3.69,61.13,3.83,1.4,2.8,0.35,458,544.39,533.59,5.12,66.31,0.84,28.3,42,27.4,0.489,18.88,1.93,0.36,1.29,1.54,1.63,16300,0.16,1600,1082.6,59.5,6.94,2.31,1.34,0.1,231.321,44.935,30.6459319,2.627932535,0.328888889,13400,2.52543895,11.63209486,1.605565687,3.473024624,0.512266367,38.57714914,26.02362793,10.15667956,22.83465182,63.56963415,12.67797226,40.73498233,-0.705671485,37.09646305,-40.73498233,27.21706227,-13.51792006,6.8,0.390608781,0.707919661,133.0729688,639.5586926,4291.631522,NA,2833.679216,2315787.875,42152.65199,31981.77246,51530.06098,42535.88281,5695.520752,4630.546143,90669.47326,74062.89844,0.018202294,0.01381032,1.318021133,0.022251633,0.01836778,1.211449195,0.001999555,1.229988985,25.54098741
194,SW11,194SWEcrHIGsaby,Sweden,S�by,SeSaH11,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,4,1.2,4.8,0.666518155,2.998663995,1.215203682,383.79149,192.0659167,167.7632154,99.30506,83.88160769,barley,6,barley,5.2,0.983916746,0.92724679,2.84,1.91,4.75,0.15,4.37,1.3,36.985,39.77,1129.5,0.13,160,190.15,208.94,3.46,13.94,0.68,147.136151,4095.763033,2478,9.987404736,427.184466,51,75,16.41,84.41,5.18,1.41,2.83,0.36,481,554.59,558.49,5.27,78.11,0.85,29.2,44,24.2,0.525,19.01,1.61,0.69,1.38,1.48,1.7,17000,0.164,1640,1088.07,75.16,6.85,2.61,1.51,0.1,268.328,36.165,45.78852045,3.371420167,0.356666667,15100,0.462980214,9.40813332,0.76608584,1.692544239,0,44.607202,21.44939078,9.61214566,33.45594441,80.0961133,23.84379875,46.64016888,-0.66541381,41.1042358,-46.64016888,31.78844246,-14.85172642,6.5,0.255292785,0.55540644,103.9702934,706.0250418,6108.491495,NA,2061.741814,2390156.375,97982.73295,55989.90039,111120,81136.57422,15765.32324,9660.846191,199186.1293,82828.70313,0.040994277,0.023425204,1.750007274,0.046490682,0.033946136,1.369542664,0.004041931,1.631878091,11.99961254
195,SW12,195SWEcrHIGsaby,Sweden,S�by,SeSaH12,59.832631,17.698857,Agriculture,Conventional,6,7.1,548,1,25,1,90,0,0,0,1,0,0,4,1.1,4.4,0.68622449,3.18699187,1.271945029,383.79149,192.0659167,129.4140182,99.30506,64.70700908,wheat,3,wheat,4.7,0.672475712,0.787929589,4.03,2.25,6.28,0.11,4.53,1.51,60.805,40.94,1649.93,0.11,182,236.25,251.3,3.76,18.42,0.72,143.8475832,3949.282878,2386,9.927981821,407.2181949,46,49.5,3.66,51.33,3.59,1.36,2.86,0.36,404,448.51,462.27,4.99,54.77,0.83,33.6,42.2,21.5,0.502,19.73,2.2,0.49,1.26,1.22,1.87,18700,0.176,1760,1060.11,61.31,6.87,2.69,1.56,0.2,260.569,11.753,30.31573946,5.211045459,0.361041667,15600,1.50944693,12.73776728,1.907224913,3.482857964,0,39.25640477,29.8356087,21.41297321,45.75190104,81.20485177,24.33892783,35.45295073,-1.523332528,48.67950124,-35.45295073,27.35284584,-8.100104894,11,0.387706539,0.7996432,220.4696927,711.6553787,1542.996669,NA,1872.569523,1626676.688,40779.87784,26470.49512,38604.05488,36453.2793,5259.873047,3960.954468,77729.44021,51038.99414,0.025069443,0.016272745,1.540578582,0.023731855,0.022409665,1.059000881,0.002434998,1.327930702,20.92742059
